solver,person,dev_true,dev_disturb,gap_true,gap_disturb
rda,p266388,175.62375428934683,279.85160555712537,175.62375428934683,118.0942211373058
rda,p275592,0.0,1394.4643674438216,0.0,959.8908518709025
rda,p275765,0.0,8915.08356545024,0.0,8636.88386473895
rda,p278617,0.0,792.7145970922868,0.0,0.6361428019502
rda,p283287,90.66616015873456,97.05314043265162,90.66616015873456,63.412074979461295
rda,p285031,88.45785322667575,115.755869004219,88.45785322667575,95.93291253888651
rda,p294460,0.0,41.45592186645081,0.0,0.0
rda,p304996,0.0,222.964212560536,0.0,0.0
rda,p306210,0.0,146.5048461923625,0.0,0.0
rda,p307899,0.0,2.633348916652267,0.0,0.0
rda,p309206,0.0,86.22092159393856,0.0,0.0
rda,p315474,0.0,264.9481111646294,0.0,0.0
rda,p322011,225.3932518394008,324.62601654459854,225.3932518394008,115.43401593564539
rda,p322366,0.0,236.91323456002132,0.0,0.24883261419029168
rda,p326465,0.0,81.41819338433743,0.0,0.0
rda,p32764,0.0,1182.037253129638,0.0,893.5794115850478
rda,p33811,0.0,2059.0570665073988,0.0,1351.036223760856
rda,p342159,0.0,4154.108068180643,0.0,3597.1344463963824
rda,p343335,10.331403562563992,237.0204709963432,10.331403562563992,10.791614067547926
rda,p351513,220.9137061254914,141.03365334708383,220.9137061254914,39.59920754330193
rda,p363298,0.0,205.81086003310972,0.0,0.0
rda,p369575,71.62565359483688,79.35496875099852,71.62565359483688,12.408729663107351
rda,p37249,776.2326004118127,1052.9356541759207,776.2326004118127,1010.0721191281491
rda,p386320,0.0,62.57448933005526,0.0,0.0
rda,p386424,109.44746652345202,153.27555536051932,109.44746652345202,77.66396489469662
rda,p387661,0.0,89.26511154825005,0.0,0.0
rda,p392387,0.0,54.01736551810245,0.0,0.0
rda,p40099,0.0,190.58835291031392,0.0,43.70268760460385
rda,p401066,0.0,1103.1525456228655,0.0,584.9150770568122
rda,p409906,152.53148769284326,79.95743658988704,152.53148769284326,55.325550925015705
rda,p416680,485.4748832618086,388.4742206014446,485.4748832618086,364.23259459374526
rda,p419936,121.72846655964533,84.70721729352044,121.72846655964533,32.848999634952634
rda,p427124,0.0,20.757316119045758,0.0,0.0
rda,p432240,0.0,116.97174643050948,0.0,0.0
rda,p432933,0.0,122.65594080459164,0.0,0.0
rda,p437288,0.0,63.93225953387355,0.0,0.0
rda,p440523,73.45007880439925,157.88766741553627,73.45007880439925,117.19463956931759
rda,p441456,0.0,175.49399815538163,0.0,0.0
rda,p447134,0.0,119.3227869825671,0.0,0.0
rda,p47160,0.0,68.16920228903155,0.0,0.0
rda,p54265,0.0,364.5026224784961,0.0,0.0
rda,p55170,0.0,87.10111827575156,0.0,0.0
rda,p55817,0.0,286.52306812060806,0.0,0.0
rda,p6606,0.0,201.19710851297964,0.0,0.0
rda,p73130,0.0,164.63953850670305,0.0,0.0
rda,p78709,0.0,36.16231725703835,0.0,0.0
rda,p78886,0.0,321.22663919552724,0.0,85.37548177955114
rda,p82115,0.0,51.16242309673373,0.0,0.0
rda,p85723,4.340416630204345,118.32007251321556,4.340416630204345,4.340416630204345
rda,p98233,0.0,598.431441093868,0.0,62.61107448602661
